curated_smiles,mouse_subcutaneous_LD50
C=O,2.0003762255434525
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,3.953226951593937
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.660855086194864
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,2.760626562699882
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.280636203854637
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,2.86029727083333
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,2.012776985509306
O=C(O)c1c(Cl)cccc1Cl,2.104971666496433
O=C(O)c1c(Cl)ccc(Cl)c1Cl,2.176974391073551
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.1112913472874006
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,3.4592239868925225
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1.7130417363136987
CC(O)Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.613599447157086
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,2.792653202729712
O=C(O)c1c(Cl)cc(Cl)cc1Cl,2.273884404081607
S=c1nc[nH]c2nc[nH]c12,3.1823632873690544
O=C(O)c1cccc(Cl)c1Cl,2.3268204161127897
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,5.035431878668107
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,3.292155616423443
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12,1.7305977545229378
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,3.266426459985394
NCCc1c[nH]c2ccc(O)cc12,2.383389363889888
OCC(O)C(O)C(O)C(O)CO,0.880270384602839
O=C(O)c1cc(Cl)cc(Cl)c1Cl,2.8759443954095696
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1OC1C(C)C(=O)C(N)C(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)C1N2,6.401912430734391
CC(=O)Oc1ccccc1C(=O)O,2.247055790798282
O=C(O)c1cc(Cl)ccc1Cl,2.2018816795044898
O=C(O)c1cc(Cl)c(Cl)cc1Cl,2.8759443954095696
O=C(O)c1ccc(Cl)cc1Cl,2.2018816795044898
CCN(CC)CCOC(=O)c1ccc(N)cc1,2.9807551875224423
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.491467898563248
C1CN1c1nc(N2CC2)nc(N2CC2)n1,5.038060635070691
O=c1[nH]cc(F)c(=O)[nH]1,2.886317146240553
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.5338713023387784
CC(C)NCC(O)c1ccc(O)c(O)c1,2.945306614847412
O=C(O)c1cc(Cl)cc(Cl)c1,2.8831229168800765
O=C(O)c1cc(Cl)c(Cl)c(Cl)c1,2.9551256414571943
O=C(O)c1ccc(Cl)c(Cl)c1,2.6790029342241524
NCCc1cnc[nH]1,1.647961643727088
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.830017239348856
NCCc1ccc(O)c(O)c1,2.049754201023633
NNCCc1ccccc1,3.042535808383372
C(#CCN1CCCC1)CN1CCCC1,3.257261532094216
CN(CCCl)CCCl,4.778307122991429
CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,1.4724281266456356
CCOC(N)=O,1.7068104089461849
C[N+](C)(C)CCOC(N)=O,4.726749120271326
CCCCCCCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,3.0277309196560838
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,2.0606838132245646
S=P(N1CC1)(N1CC1)N1CC1,4.05949227456719
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.190117580245167
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,3.296456994361754
O=[N+]([O-])C(Br)(CO)CO,3.2365459479863867
NC1(C(=O)O)CCCC1,2.5370934061509822
CC(C)(S)C(N)C(=O)O,1.5928875075802205
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.9841597044401103
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.962254962673718
NC(CS)C(=O)O,1.7433860641548289
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,3.550087825064677
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,3.144681650693431
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,3.717258354927824
CC(CN1CCC(O)(c2ccccc2)CC1)N(C(=O)c1ccco1)c1ccccc1,3.643141435045596
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,2.499055672425461
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.4449612717772031
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,2.5057994262385024
CN(C)CC(c1ccccc1)N(Cc1ccccc1)c1ccccc1,2.2181086155927465
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.271258014878432
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,2.7520321993587427
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,3.256950825058373
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,2.547965064764937
CC(C)(C(=O)c1cccnc1)c1cccnc1,2.62954972970353
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,2.45342906153312
CC[Hg]Sc1ccccc1C(=O)O,3.76346656555006
CN(C)C(CN(Cc1ccccc1)c1ccccc1)c1ccccc1,2.2181086155927465
CCC1C(=O)OCC1Cc1cncn1C,3.1888110099546294
C[N+]1(C)CCN(c2ccccc2)CC1,2.268873204843795
NNC(=O)c1ccncc1,3.040260465668261
O=C(O)c1cccnc1,1.5462288146401044
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.003746042664417
C1CCc2nnnn2CC1,3.295328290152503
Nc1ccncc1N,3.49388406999334
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.2862053292266635
ClCCN(Cc1ccccc1)Cc1ccccc1,2.662030723304596
CC(Cc1ccccc1)NN,3.199018607396428
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.3147957628775497
N=C(N)NCCN1CCCCCCC1,2.947105356023072
CC(CNc1ccccc1)N(C)C,2.4587084998843616
CCC(CNc1ccccc1)N(C)C,2.7099615668292247
CC(C)OP(=O)(F)OC(C)C,4.788043393293108
CS(=O)(=O)OCCCCOS(C)(=O)=O,3.592134441902992
N=C(N)SCCN,2.671902249479002
NCCCC(=O)O,1.0490874856727035
NCCSSCCN,2.8522519097694725
ClC(Cl)(Cl)Cl,0.6956595832844125
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.464288300555898
NCC(=O)O,1.171298543099055
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2.7216962529897977
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.907319977321876
OCC(O)CO,3.0051899441540018
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,4.3565269023299
ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.5377963446354936
C=CCN=C=S,3.093237771546322
NC(N)=O,0.8147685755127738
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.792161417817539
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.059331476743245
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.215441943294259
CC1CN1P(=O)(N1CC1C)N1CC1C,3.1867888944880525
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.08014443356467
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.5706565155653855
CCOC(=O)N(c1ccccc1)C(C)CN1CCC(O)(c2ccccc2)CC1,3.731377632388455
CCCC(C)(COC(N)=O)COC(N)=O,2.62295687838538
CC(O)CO,0.6415563029259866
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1.9947715966509176
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.4431511080504613
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.8382129186038003
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,2.8970998668717245
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.002646535519155
Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.8940344474323174
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,3.525850167528663
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.969722074316125
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.78169507172807
CC1=CC(=O)c2ccccc2C1=O,3.096111183999497
CNCCCN1c2ccccc2CCc2ccccc21,3.095100883893955
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.2716144650658907
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.0287489773065706
CN(C)CCCN1c2ccccc2Sc2ccccc21,3.1220939492978097
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,2.8995866096184195
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.205182874753146
Cc1ncc(CO)c(CO)c1O,1.8391829362591048
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.7295357261486566
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.8141232009612396
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.327430231258605
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.3065271424070013
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.5994332436817618
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.25954323213192
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.9432117720927933
CCN(CC)C(=O)c1cccnc1,2.949962994801897
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,3.2579933842276456
Cc1ccccc1OCC(O)CO,2.8057487989344168
Cc1cc(O)ccc1Cl,2.5977713391954302
Cc1cc(C(=O)NNCc2ccccc2)no1,3.187999872404835
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,2.420172798720353
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,3.461445642739825
NCCS,2.963067902635478
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.26171647039647
CC(=O)OCC[N+](C)(C)C,2.9479005634686057
NCCCCCC(=O)O,1.35517250914294
CNN,3.2655064831774894
CC(N)=O,0.8522741738318245
CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,2.988060550896125
CNC(=O)CSP(=S)(OC)OC,3.582182720646278
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.0457531475941413
Cn1cc[nH]c1=S,2.519744317615911
Cc1c(C(C)C2NCC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C,4.959162277988428
Cc1cc(=O)n(-c2ccccc2)n1C,2.274688842237558
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.0877754675855087
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,2.616952782921579
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.0129952507560125
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.3998932755044318
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.106050786206083
COc1ccc(OC)c(C(O)C(C)N)c1,3.8476980764638538
CC(=O)O[Hg]c1ccccc1,4.44811346151205
CCOc1ccc(NC(C)=O)cc1,2.042530684418256
CC(=O)OC(C)C[N+](C)(C)C,3.250520295944784
CCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,2.9661672487040174
CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,5.081936315209124
COP(=O)(OC)OC=C(Cl)Cl,3.964133866210767
CNC(=O)Oc1cccc2ccccc12,2.369183484820071
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,3.2610415158407577
Nc1ccc(S(N)(=O)=O)cc1,1.7966198063427758
NCCc1ccccc1,2.46699313493459
Cc1ccc(CC(C)N)cc1,3.629808465808511
CCO,0.7451162725558135
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.138921324402461
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.0409555645876227
CCC1(C)CC(=O)NC(=O)C1,3.759519557814482
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.5046583316203943
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.522273568762279
CCn1cnc(C(=O)NC)c1C(=O)NC,3.11858916805509
Cc1ncc(CO)c(C=O)c1O,2.4988668850528004
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.4934308461666586
NC(=O)c1ccccc1O,2.660036556770365
Nc1ccc(C(=O)O)c(O)c1,1.6604711235463263
CC(CNN)c1ccccc1,3.2372229600666573
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.848512602214737
CC[N+](CC)(CC)CC,2.859521898121474
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.827755571586623
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3.245130024041752
COc1ccc2[nH]cc(CCN)c2c1,2.4869238448211504
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.963167189140366
CO,0.5144935403918467
ClC(Cl)Cl,2.2293516395194257
CS(C)=O,0.7467231390324837
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.354582829238197
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,5.211898633042566
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,4.115808810848673
CN(C)C=O,1.210675156661632
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.212817145271698
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,3.654417912322896
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.249656193789578
CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,3.4948277852333622
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,3.173841587563712
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.817916265982759
O=C(O)c1ccccc1O,2.3999001687921733
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.6011666316686577
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.9478157881875502
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.3733368883898331
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1.7886321253688766
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.936707633516185
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,2.5873571319260305
CCC(=O)c1ccc(O)cc1,5.123524980942731
NC(Cc1cnc[nH]1)C(=O)O,1.1907713738150938
CCCO,1.1067477083142805
CCCCO,1.3648030099993684
CC(Cl)(Cl)Cl,0.921052124523674
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.4110941948212727
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,5.02919045719152
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.537671507152558
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.4536369569011462
