curated_smiles,rat_oral_LD50
C=O,2.4774974802631147
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.047056691595658
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,2.373410419419617
CCC1(c2ccccc2)NC(=O)N(C)C1=O,2.4095472658664026
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.1733088767571163
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,4.598417312664789
CCC(O)(COC(N)=O)c1ccccc1,2.53746639805908
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,2.158945683561236
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.610085960948551
O=C(O)c1c(Cl)ccc(Cl)c1Cl,2.5401522934863765
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.918988184590482
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,2.9982322324733963
S=c1nc[nH]c2nc[nH]c12,2.739883518304606
CN(C)CCCN1c2ccccc2CCc2ccccc21,3.0066813172502247
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.3467895743835063
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.161145449526368
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,4.69094137897894
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12,2.221679167946125
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,2.35235079874363
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2.8484860940766965
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,2.116771071747412
OCC(O)C(O)C(O)C(O)CO,1.0946161799067164
O=C1NC(=O)C(=O)C(=O)N1,1.435664657161601
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1OC1C(C)C(=O)C(N)C(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)C1N2,5.243549938639141
CC(=O)Oc1ccccc1C(=O)O,2.954625966896218
O=C1OC(C(O)CO)C(O)=C1O,1.2194844322233327
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,3.058839004607216
O=CC(O)C(O)C(O)C(O)CO,0.8440290246835285
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.7406117034704207
CCN(CC)CCOC(=O)c1ccc(N)cc1,3.0724612935116555
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.1373172147058
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,2.244271298145322
CCOCCOCCOC(C)Oc1ccc2c(c1)OCO2,2.173674211151647
C1CN1c1nc(N2CC2)nc(N2CC2)n1,4.196191070263864
O=c1[nH]cc(F)c(=O)[nH]1,2.752476014836634
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.7879490465685937
CC(C)NCC(O)c1ccc(O)c(O)c1,2.2588836954276665
CCCc1cc(=O)[nH]c(=S)[nH]1,2.134143944323734
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.762491004026009
NCCc1ccc(O)c(O)c1,1.728990745011158
NNCCc1ccccc1,2.811951435490856
CN(CCCl)CCCl,4.193280470962248
CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,1.648519385701317
CCOC(N)=O,1.6924098907726657
C[N+](C)(C)CCOC(N)=O,3.565841917893187
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.61970154319974
S=P(N1CC1)(N1CC1)N1CC1,3.915248382763503
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,3.5968315132247097
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,2.267062258860178
O=[N+]([O-])C(Br)(CO)CO,3.0457314321099997
NC1(C(=O)O)CCCC1,2.664534892622457
CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,2.9316829267575626
CC(C)(S)C(N)C(=O)O,1.9975234690109815
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.7574584520293417
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,4.0651901100130905
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.4678288497455845
NC(CS)C(=O)O,1.6793924885090743
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,2.7909453045134467
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,1.8062423993289465
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1.6196296036313105
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.486353956935428
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1.4600419356778271
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.664244959034997
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,2.109543550975172
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2.3662844883360967
NC(Cc1c[nH]c2ccccc12)C(=O)O,1.105997428188681
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,2.3297056074621425
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.104525191827077
CC(C)(C(=O)c1cccnc1)c1cccnc1,2.6378065274854743
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.6220963025095945
CC[Hg]Sc1ccccc1C(=O)O,3.707949237700229
CCC1C(=O)OCC1Cc1cncn1C,2.5959511216836244
CC(C)NCC(O)c1ccc2ccccc2c1,2.4062051051342856
CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1,2.356015653384986
NNC(=O)c1ccncc1,2.040260465668261
O=C(O)c1cccnc1,1.2451988189761234
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,2.464822436438255
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.209098067230033
C1CCc2nnnn2CC1,2.994298294488522
CCN(CC)N=O,2.666760416650909
O=C(O)c1ccncc1,1.3913268546543616
COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,2.4659209241586884
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.1892953162186077
ClCCN(Cc1ccccc1)Cc1ccccc1,2.034394470752943
CC(Cc1ccccc1)NN,3.6452632956430207
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.334999148965837
N=C(N)NCCN1CCCCCCC1,2.276164075287296
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,2.202891364503156
CC(C)OP(=O)(F)OC(C)C,4.56619464367675
Cc1cc(=O)[nH]c(=S)[nH]1,1.9767564143595395
Nc1nc(=O)cc(O)[nH]1,1.0627631161280384
NCCSSCCN,2.2303576734565382
NCCCNCCCN,2.249953600485241
ClC(Cl)(Cl)Cl,1.815953414846949
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,3.835812254550429
CCCC[Sn](CCCC)(CCCC)OC(C)=O,3.5473183863216056
CC[N+](CC)(CC)Cc1ccccc1,1.93788069699998
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.163258304891917
NCC(=O)O,1.1519719059336568
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1.9515900551242256
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.727196643239854
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2.9572662611665206
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.445689209864663
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.111439959977801
OCC(O)CO,0.8638607913575324
NC(=O)CCC(N)C(=O)O,1.2897256698720556
C=CCN=C=S,2.947109735868085
CCCCCCCCCCCCCCCC[N+](C)(C)C,2.841377785714193
CCCCCCCCCCCCCCCC(=O)O,1.4089688323612073
NC(N)=O,0.8449743116446923
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.4325942686912674
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.173132015995969
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.2502926867809667
CC1CN1P(=O)(N1CC1C)N1CC1C,3.199378021796073
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.202766177900812
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4.786675721521018
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1.0616466435420928
CCCC(C)(COC(N)=O)COC(N)=O,2.4391397195930824
CC(O)CO,0.5803261257091042
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.489621618331012
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.537182922939819
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.8103669536816247
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,4.33798879186442
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.0530258362789016
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.8942821808097063
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.0049345787059947
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,2.9260174637648517
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.7522527941632
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.909328895133831
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.082725067392051
CNCCCN1c2ccccc2CCc2ccccc21,2.668489945875455
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1.7786989431629967
c1ccc2c(c1)Oc1ccccc1[As]2O[As]1c2ccccc2Oc2ccccc21,4.09884525398054
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.31754451655354
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.880908329657874
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,2.481644678926391
Cc1ncc(CO)c(CO)c1O,1.6262890292956744
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.4285057304846756
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.598184040331694
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.3559644218683893
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,3.2191596033984853
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.034511783324915
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,1.4708939147270894
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,1.8842664748443965
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.527149472308951
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.5630005303811874
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,2.4983255395380155
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,2.340896947279789
Cc1ccccc1OCC(O)CO,2.464713641598852
O=c1[nH]c2ccccc2o1,2.2856280247794203
Cc1cc(O)ccc1Cl,1.891622750232288
CC(=O)NC(C(=O)O)C(C)(C)S,2.3011480931674484
Cc1cc(C(=O)NNCc2ccccc2)no1,2.916933100118297
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,2.5261157632789097
O=NN1CCOCC1,2.6146579188402748
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,2.0846949331377256
c1ccc(CC2=NCCN2)cc1,2.125535481352858
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,1.9753844126761004
Nc1ccc(N=Nc2ccccc2)cc1,2.1980871827035124
CN(C)c1ccc(N=Nc2ccccc2)cc1,3.0517215578152634
OCCc1ccccc1,1.8341008782540968
OCCS,2.505461348371992
CCOCC,1.7853767103849436
CC(=O)OCC[N+](C)(C)C,1.767037068438848
CNN,3.0291575059081053
CC(N)=O,0.9262542261936416
CNC(=O)CSP(=S)(OC)OC,3.582182720646278
Cn1cc[nH]c1=S,1.7053808945778228
Cc1cc(=O)n(-c2ccccc2)n1C,2.042964458909041
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,2.492014046313279
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,2.475117568999992
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.6342342634054834
COc1ccc(OC)c(C(O)C(C)NC(C)C)c1,2.102677199085815
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1.76397575756513
O=C1NCCN1c1ncc([N+](=O)[O-])s1,2.3765891219976734
Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.513307603691228
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,2.382059801020908
Nc1nc2cc(Cl)ccc2o1,2.333607024948727
Nc1nnc[nH]1,1.8833103482453275
O=C(O)c1ccc([N+](=O)[O-])cc1,1.930772355615776
COC(C[Hg+])CNC(N)=O,3.344713126923072
CC(=O)O[Hg]c1ccccc1,3.914510850839939
CCOc1ccc(NC(C)=O)cc1,2.0359001055192425
CC(=O)OC(C)C[N+](C)(C)C,2.3297015419924083
CC(N)=S,2.397281575301639
NC(N)=S,2.784611587577579
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,2.217983016056083
COP(=O)(OC)OC=C(Cl)Cl,4.113896186544099
CN(C)N=O,3.301516836770289
CNC(=O)Oc1cccc2ccccc12,2.941954100046046
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.534403092859305
COc1cc(NC(C)CCCN)c2ncccc2c1,3.1659180095880406
CSCCC(N)C(=O)O,0.6175099824885526
Nc1ccc(S(N)(=O)=O)cc1,1.644991237815865
NC(=O)NC(=O)Cc1ccccc1,2.046765782426279
Cc1cccc(NC(N)=O)c1,2.0527633508415075
CNC(=O)Oc1cccc(C(C)C)c1,4.081990530563641
NC(=O)Nc1ccccc1,1.8330004091189391
Cc1ccc(CC(C)N)cc1,2.9977852511031053
CCO,0.8146040842593653
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.936002141632839
CCC(C)C(C)(COC(N)=O)COC(N)=O,2.301553828134368
O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,3.2006425995936096
CCOS(=O)(=O)OCC,2.24356508634903
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.035733452431133
CCN(CC)CCOc1ccc(C2=C(c3ccccc3)Cc3cc(OC)ccc32)cc1,2.878552250456043
CCC(c1ccc(O)cc1)C(C#N)c1ccc(O)cc1,1.8829764048987323
Cc1ncc(CO)c(C=O)c1O,1.890704294737984
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,2.708274694214357
NC(=O)c1ccccc1O,2.1459317357975327
Nc1ccc(C(=O)O)c(O)c1,1.2819901478894735
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1.1559680585749292
O=c1cc[nH]c(=O)[nH]1,1.2714078696801698
CCCCCC=O,1.3113897927282965
COS(C)(=O)=O,2.689738894710585
CC[N+](CC)(CC)CC,1.694838654735022
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,4.851346215325122
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.128785567250604
O=Cc1cccc2ccccc12,2.369510707355701
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.148220011033695
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1.854464822131572
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,5.957348934805211
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,2.001787736589073
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1.9840184015478024
O=Cc1ccc(CO)o1,1.7028129607793
C[N+](C)(C)CCO,1.340931673057112
O=C1CC(=O)NC(=O)N1,1.408535049571333
CO,0.9024865472424816
CC(C)O,1.0759843956770687
CC(C)=O,1.0005986141291
ClC(Cl)Cl,2.2349394940714244
CS(C)=O,0.7314831724757468
CS(C)(=O)=O,1.2747811226059065
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.7249367845638377
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.053552833574216
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,2.380062523696146
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.96181418824192
CN(C)C=O,1.4167296390947564
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.15603247584724
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1.3984313519776796
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,1.990169522423281
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.016145748340489
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,2.782479139186154
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,3.076931574555656
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,4.22118105171166
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.726390116007512
O=C(O)c1ccccc1O,2.181082531991012
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.7516341695344886
