curated_smiles,rat_subcutaneous_LD50
C=O,1.8542481898652143
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,5.012294585336446
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.2452325986327115
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,2.9070209341660256
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,3.389527695111405
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,2.373513954511488
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,3.70297478677366
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.084148490453075
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,3.092217692464136
S=c1nc[nH]c2nc[nH]c12,3.22812077792973
CN(C)CCCN1c2ccccc2CCc2ccccc21,3.0806013699993526
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.628556484300822
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,4.386454731252231
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,4.69094137897894
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12,2.221679167946125
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,3.009928117921424
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,3.2262334863923963
NCCc1c[nH]c2ccc(O)cc12,2.791207872389284
OCC(O)C(O)C(O)C(O)CO,0.7891899152555064
O=C(O)c1ccc(Cl)c(Cl)c1Cl,2.875944395409569
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1OC1C(C)C(=O)C(N)C(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)C1N2,6.1977924480784665
O=C1OC(C(O)CO)C(O)=C1O,1.2458185402794293
CCN(CC)CCOC(=O)c1ccc(N)cc1,2.5964284984191304
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.070649144610873
O=c1[nH]cc(F)c(=O)[nH]1,2.7777441170056973
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.8671302926162174
CC(C)NCC(O)c1ccc(O)c(O)c1,2.686330074228879
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.0635209996899904
NCCc1ccc(O)c(O)c1,2.374300619700446
CN(CCCl)CCCl,4.981050988311152
CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,1.4724281266456356
C[N+](C)(C)CCOC(N)=O,4.565841917893187
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,3.224540615863233
S=P(N1CC1)(N1CC1)N1CC1,4.384881616090616
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,3.0511911246856984
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,3.2771234996934737
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.265838294183285
O=[N+]([O-])C(Br)(CO)CO,3.070555015835031
CC(C)(S)C(N)C(=O)O,1.5695864301713698
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.808610974476723
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.796887569009809
NC(CS)C(=O)O,1.9486063770078657
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,3.213795389384814
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,3.1963837296945026
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.486353956935428
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,2.460041935677827
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.393437910666968
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2.804341720216117
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1.8567407081163212
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,2.463529388437446
CC[Hg]Sc1ccccc1C(=O)O,3.591784425399433
CCC1C(=O)OCC1Cc1cncn1C,2.856003488691602
NNC(=O)c1ccncc1,2.6199745807263426
O=C(O)c1cccnc1,1.3913268546543616
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,3.1264469957851246
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.4085059477981443
C1CCc2nnnn2CC1,3.2110074044524675
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.19137946456399
CCN(CC)N=O,2.7191484861105977
CC(Cc1ccccc1)NN,3.523529698909932
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,2.703685074613386
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.3830605944360763
CC(C)OP(=O)(F)OC(C)C,5.10680215591752
CS(=O)(=O)OCCCCOS(C)(=O)=O,4.049052310534367
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.510045791116573
NCC(=O)O,1.159445716304055
O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,4.178744055904141
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,3.1696862663525587
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.81040996431382
OCC(O)CO,2.9642313364750947
C=CCN=C=S,3.0325399311927117
NC(N)=O,0.8647425504746123
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.5732265103156178
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.070402849281876
CCCC(C)(COC(N)=O)COC(N)=O,2.618800918614222
CC(O)CO,0.5291736032617229
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.170862855706599
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.143540946306945
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.8382129186038003
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.293785129372367
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.0577868860312702
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,2.9144502628302544
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.894351739164178
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.78169507172807
CNCCCN1c2ccccc2CCc2ccccc21,3.163063567512716
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.485494285010972
CN(C)CCCN1c2ccccc2Sc2ccccc21,3.170671118793444
Cc1ncc(CO)c(CO)c1O,1.7417341398275676
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.6814765314038935
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.1582879384922387
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.3700407561992205
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.26527480520663
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.894055247241021
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.8962152094165692
CCN(CC)C(=O)c1cccnc1,2.8707817487542724
Cc1cc(O)ccc1Cl,2.552013848634755
OCC(S)CS,1.7931964895580592
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1.8198465202013916
O=NN1CCOCC1,2.834458105781362
NCCS,2.963067902635478
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.0469234970576844
CC(=O)OCC[N+](C)(C)C,2.767037068438848
CNN,3.119378447499252
CC(N)=O,0.7713522662078984
CNC(=O)CSP(=S)(OC)OC,2.8162659266796464
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,2.8027150989078464
Cn1cc[nH]c1=S,2.0363741136192477
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,3.890629714716763
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.7303933318258835
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.863297740382873
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.10452631036132
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.1751882073742044
CC(=O)OC(C)C[N+](C)(C)C,3.3297015419924083
COP(=O)(OC)OC=C(Cl)Cl,4.310921352435423
O=C(O)CF,4.193358386292073
CN(C)N=O,3.6936273017816026
CNC(=O)Oc1cccc2ccccc12,2.1575539003854005
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.8354330885232863
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.860167723449632
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.07588489193116
CCC1(C)CC(=O)NC(=O)C1,3.699521628139197
CCOS(=O)(=O)OCC,2.643979714148923
O=C(O)CI,3.491240261197419
Cc1ncc(CO)c(C=O)c1O,2.4988668850528004
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.253429834205846
COS(C)(=O)=O,2.945011399813891
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.326115897510153
CC[N+](CC)(CC)CC,2.8137644075607984
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.051309998025639
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.675650704740417
CS(C)=O,0.8136699286630967
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.622189069415228
CN(C)C=O,1.2841040738201654
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.16754614504074
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.834828855150404
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.817916265982759
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.6870274941957843
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.276426875381777
CN(N=O)C(N)=N[N+](=O)[O-],2.5443456677134795
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.725833725909361
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1.660943716351463
NC(Cc1cnc[nH]1)C(=O)O,1.1907713738150938
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.6329429444376293
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.667995485530637
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.747797046857963
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.0469046829712783
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,1.7930034735149258
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.1618974437764487
CCN(CC)CC(=O)Nc1c(C)cccc1C,2.729392153995576
O=S(=O)(O)CC(S)CS,2.0987475288248176
CBr,2.84711088445328
CI,3.110709056019187
CC#N,1.069276854884468
CC=O,1.8377955151337968
NC=O,1.051548032825735
C1CO1,2.3721338825811853
CC(C)(O)C#N,4.000541253348386
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,4.520722483218521
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.5204524235617605
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.6628126891531108
CCC1(CC)C(=O)C=CNC1=O,2.4037131167043064
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,3.146631835160491
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.8309375037334807
C=CS(=O)(=O)C=C,3.926331420051639
COS(=O)(=O)OC,3.100828725295886
CCOP(=O)(C#N)N(C)C,6.000345689470078
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.6218133714011898
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,3.625308601582437
CCOP(=S)(OCC)SCSC(C)C,5.137374686059254
CCOP(=O)(OCC)SCCN(CC)CC,6.254220883660146
CNC(C)=O,1.3075851696696883
NN=C(N)N,1.770061368171417
CC(C)(CO)C(O)C(=O)NCCC(=O)O,1.7968458062823265
CC(C)(OO)c1ccccc1,2.600331314941472
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.4433156682787067
CCOS(=O)(=O)c1ccc(C)cc1,2.6026220388347627
COS(=O)(=O)c1ccc(C)cc1,2.872114298635824
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.559881200716893
C=C(C)C(=O)OC,1.1499841186436282
Cc1ncc(CO)c(C(=O)O)c1O,1.5304439883367738
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,2.43196171361895
c1ccc2c(c1)CCCC2C1=NCCN1,2.6026784204385085
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,2.522916092999852
CCN(CC)C(C)C=C(c1cccs1)c1cccs1,3.8114036968296583
CCN1C(=O)NC(c2ccccc2)C1=O,2.310117410844606
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.280792502652931
O=C(O)C(O)C(O)C(=O)O,1.813104378723505
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.605889198651308
OCC(O)C(O)C(O)CO,0.7843205303372117
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.071651736714971
Cc1cc(=O)n(-c2ccccc2)[nH]1,2.1992683108745594
O=Cc1ccccc1O,2.132554954934782
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,2.72672012365216
CN(C)CCN(Cc1cccs1)c1ccccn1,3.241204355570644
COc1ccccc1OCC(O)CO,1.8906029094010848
CC=C(CC)C(=O)NC(N)=O,2.079695969615746
Clc1ccccc1Cl,1.4683591477882998
Nc1ccccc1O,3.4697344718497187
Oc1ccccc1Cl,2.131375502121386
Oc1cc(Cl)c(Cl)cc1Cl,1.9413442998703991
ClCC(Br)CBr,3.373526205551893
CCC(C)=NO,1.5084424919766966
CC(OP(C)(=O)F)C(C)(C)C,6.409230429477755
OCc1ccco1,3.06225450870203
O=Cc1ccco1,2.812393879082217
NC(=O)c1cccnc1,1.8615024072372128
COC(=O)c1ccc(O)cc1,2.483299097965074
ClCc1ccccc1,2.1023856767796363
Cl[Hg]c1ccccc1,3.823653171241716
O=NN1CCCCC1,3.057468306570248
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1.7277998048566825
O=NN1CN2CN(C1)CN(N=O)C2,2.9274986816932005
Nc1ccc(Cc2ccc(N)cc2)cc1,2.9962248205010487
CC(=O)CC(=O)Nc1ccccc1,1.4033730300899177
CC(=O)OCC(COC(C)=O)OC(C)=O,1.8917066665486488
NCC(O)c1ccc(O)cc1,2.641136856018871
CCCCC(CC)CO,2.301801018729409
CCc1ccc(C)nc1,2.1664616523446547
CCOC(=O)OCC,1.1429486310098071
Oc1ccc(Cl)cc1,2.0962618827050616
CC(=O)OCC(O)CO,1.387166472943767
OCCCCC(O)CO,1.0902451060184493
ClCC1CO1,2.790167834711468
C=CC=O,3.0497140758159484
ClCCCl,1.995459686621064
OCCCl,2.981592117214081
C=CC#N,2.84973872089862
NCCN,2.3017532172830766
OCCO,1.3457097201176451
CC(C)OP(C)(=O)F,6.133582310846904
CCOP(=O)(OCC)OP(=O)(OCC)OCC,6.017076742630175
CC(O)CCO,0.6538008254185023
COCC(C)O,1.062736218392003
CC1COC(=O)O1,0.9636559709725018
CCOP(=O)(OCC)Oc1cc(C)[nH]n1,4.524474015473596
Oc1cccc(Cl)c1,1.966084307156139
Oc1cc(O)cc(O)c1,1.415011230849074
O=C1CCCCC1,1.6554084455055142
C=CCC#N,2.650573006083644
N#CCC#N,3.3216477378464866
O=C(O)C=CC(=O)O,2.3657574633605147
CCOCCO,1.4233519040402285
c1ccncc1,1.9606695722386496
O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-],1.9791146007148737
O=CCCCC=O,2.125446564130922
NCCNCCO,1.6654892656748652
OCCNCCO,1.6793328997921584
OCCOCCO,0.7516434845120815
OCCSCCO,1.4849721192076342
CCOCCOCCO,1.3495203535754292
CCCCNCCCC,2.417693522389208
CCCCOCCOCCSC#N,2.567789642459274
C#CC(O)(C=CCl)CC,2.859141300703799
COC(=O)C(c1ccccc1)C1CCCCN1,3.137486293740733
CNC(=O)Oc1ccccc1OC(C)C,3.5724670621281365
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.010663741361207
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.780679219365003
CN(C)P(=O)(F)N(C)C,5.710751834884125
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,5.077227357691127
CNC(=O)ON=CC(C)(C)SC,5.455891523951105
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,2.479848387586087
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,3.047614431233564
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,3.3217270331350264
O=Cc1ccccc1C(=O)O,1.7908698892824997
Oc1ccc(Cl)cc1Cl,1.97414949435158
COc1cc(C=O)ccc1O,2.006177843245412
